x_center,y_center,x_start,y_start,x_end,y_end,angle_radians,angle_degree,width
57.96009128173508,150.55484411338847,68.25113352938011,141.09842531961021,47.66904903409006,160.01126290716675,3.9560796378538137,46.66666666666668,13.0079162398828
73.92566129185003,63.36437592624645,61.44319065175198,63.06872478543218,86.4081319319481,63.66002706706072,1.6057029118347834,92.0,5.6483727512197035
77.40959220191903,130.60306409926764,88.01537037723438,119.92747629820315,66.80381402660366,141.27865190033216,3.921173052813927,44.666666666666664,12.973537170831523
52.39287128866741,163.6864598333403,57.90572633657145,161.1157733062042,46.88001624076338,166.25714636047638,4.276056667386108,65.00000000000003,3.0
100.0,110.0,109.42792656456518,100.46735899681111,90.57207343543482,119.53264100318887,3.9182641707272703,44.50000000000001,12.841135678701132
92.96465314012809,188.1372144381746,85.65306891641032,175.67670736364653,100.27623736384587,200.59772151270266,2.609267231731523,149.5,9.88942069737082
86.36831208807051,275.76212552763536,94.23572797972079,272.58348317785635,78.50089619642023,278.9407678774144,4.328416544945937,68.0,6.849927053971978
117.40959220191901,90.60306409926766,128.01537037723438,79.92747629820315,106.80381402660366,101.27865190033215,3.921173052813927,44.666666666666664,12.851590987462437
98.05856854535008,145.93985174743216,112.56045219014112,138.686477715973,83.55668490055905,153.1932257788913,4.249876728606193,63.49999999999999,5.87599800590792
106.34113645586075,274.3219655678792,91.67797725713037,274.02328619150893,121.00429565459113,274.6206449442495,1.5940673834881542,91.33333333333333,9.931294388807764
131.15300349283862,72.83006286378712,137.55692663686233,67.26321740469292,124.74908034881491,78.39690832288132,3.9968039870670147,49.00000000000001,5.754677402325594
139.5,165.0,139.5,151.9152164723539,139.5,178.08478352764607,3.141592653589793,0.0,14.725177072910821
139.5,205.0,139.5,191.91521647235393,139.5,218.08478352764607,3.141592653589793,0.0,14.72197676025554
136.49502734669193,235.88732777480564,134.4422519919396,227.65409552113266,138.54780270144428,244.12056002847865,2.897246558310587,166.0,5.601363418788282
140.0,180.0,140.0,161.0,140.0,199.0,3.141592653589793,0.0,14.72197676025554
143.0,220.0,143.0,204.07738371066745,143.0,235.92261628933255,3.141592653589793,0.0,14.722021157050097
140.0,242.0,133.91723746970177,242.0,146.08276253029823,242.0,1.5707963267948966,90.0,4.956607307430416
156.05712433742798,284.4223275037101,165.672921062377,271.7505953709817,146.441327612479,297.0940596364385,3.787364476827695,37.0,13.133517335856823
143.9261842148116,145.53465862577167,141.16364681775107,137.5116674672422,146.68872161187215,153.55764978430113,2.8099800957108707,161.0,4.0
172.0,180.0,172.0,164.01769609886486,172.0,195.98230390113514,3.141592653589793,0.0,7.0
144.5451867793749,235.85889527835968,147.19729279183312,225.96110089280674,141.89308076691668,245.7566896639126,3.4033920413889427,15.000000000000009,5.0
174.13007603906033,266.75839885774485,184.63751728799897,253.90506535096438,163.62263479012168,279.6117323645254,3.828088826040896,39.33333333333335,13.233283087605464
153.84887806182178,290.8805867018945,166.69227290936539,282.21760749205623,141.00548321427817,299.54356591173286,4.118977034706618,56.00000000000003,12.053734257851763
165.25526320279815,110.32437585431883,161.76633394750002,105.34166849270055,168.74419245809628,115.3070832159371,2.530727415391778,145.0,2.0
165.58318236534075,110.99137250803552,170.07969642798898,103.79544579326091,161.08666830269254,118.18729922281013,3.7000980142279785,31.999999999999993,3.0
199.09328575316562,234.19500393499283,207.57149516835776,224.5184051891384,190.61507633797348,243.87160268084727,3.839724354387525,40.0,13.157998386529677
214.05465101170176,113.82565758860741,221.84868967556804,103.89382208156195,206.2606123478355,123.75749309565289,3.830997708127553,39.50000000000001,8.700815244226842
219.19320012564845,213.26369147602153,226.66742916395046,204.35633796391667,211.7189710873464,222.1710449881264,3.8397243543875255,40.00000000000001,12.951344336677082
190.41637387943248,252.7782197221754,199.2816627576279,241.01358402419717,181.55108500123706,264.54285542015367,3.7873644768276953,37.000000000000014,9.934673557648164
230.596931161324,90.02386373364757,238.90377768059489,78.39780509646283,222.29008464205313,101.6499223708323,3.76118453804778,35.50000000000001,8.234334072997743
237.66928930205796,136.5654380832222,236.50864349453764,130.59443303302456,238.82993510957823,142.53644313341982,2.949606435870417,169.0,4.0
231.75939080143914,173.7146768112338,222.9760396729541,168.43710701503585,240.54274192992415,178.99224660743172,2.111848394913139,121.0,5.0
243.9703602679899,188.67234905819933,232.72885278329548,177.47253647954247,255.21186775268424,199.87216163685625,2.362012254365659,135.33333333333334,12.103335152511878
238.3730534276968,273.6541818305704,223.67104241619325,267.10842479652706,253.0750644392004,280.1999388646137,1.9896753472735358,114.00000000000001,6.186747599527145
260.0,137.5,250.0304155045754,137.5,269.9695844954246,137.5,1.5707963267948966,90.0,9.0
264.9752561414729,208.27580575892827,253.65167602307997,197.08513920811308,276.29883625986577,219.4664723097435,2.3503767260190305,134.66666666666666,12.02463229630637
290.0,86.66666666666667,290.0,69.1682892478173,290.0,104.16504408551604,3.141592653589793,0.0,13.051325356030752
290.0,126.66666666666667,290.0,109.1682892478173,290.0,144.16504408551603,3.141592653589793,0.0,13.051357916457857
290.0,166.66666666666666,290.0,149.1682892478173,290.0,184.165044085516,3.141592653589793,0.0,13.05132712311946
281.67245541228243,224.08764967410764,271.48163851477494,223.01655165736256,291.86327230979,225.1587476908527,1.6755160819145565,96.00000000000001,8.62724058865841
294.0,100.0,294.0,81.97224362268005,294.0,118.02775637731995,3.141592653589793,0.0,13.051327110642262
294.0,140.0,294.0,121.97224362268005,294.0,158.02775637731995,3.141592653589793,0.0,13.051664848420504
294.0,180.0,294.0,161.97224362268005,294.0,198.02775637731995,3.141592653589793,0.0,13.05132135996774
282.33071069794204,223.4345619167778,281.17006489042177,217.4635568665802,283.49135650546236,229.4055669669754,2.949606435870417,169.0,3.0
