x_center,y_center,x_start,y_start,x_end,y_end,angle_radians,angle_degree,width
55.63660287287382,168.59167111289412,66.31592824241422,154.53964083864716,44.95727750333342,182.64370138714116,3.7931822410010096,37.33333333333334,6.075416985000157
57.845454876765146,285.3549547026534,65.90338945560052,274.2927593543503,49.78752029792977,296.4171500509565,3.76118453804778,35.50000000000001,6.350475443689955
72.80090965996847,146.26545665123197,83.50555787396583,132.0599086715786,62.096261445971116,160.47100463088532,3.7873644768276953,37.000000000000014,6.045522304975602
73.20868980073801,266.2813994673809,82.4224622785879,254.1979876681731,63.99491732288812,278.3648112665886,3.7931822410010096,37.33333333333334,6.383938564057834
95.2482289791095,113.83463391076064,105.05626878985541,100.61393653536636,85.44018916836359,127.05533128615492,3.7786378305677237,36.50000000000001,6.05829064341909
85.03462851740463,185.5096803107705,95.79786808923178,171.40772457804746,74.27138894557744,199.61163604349352,3.793182241001009,37.333333333333336,9.07220617894966
116.53850012996308,89.06008030710125,127.10755769692753,75.21582755403149,105.96944256299862,102.904333060171,3.7931822410010096,37.33333333333334,6.101210331689731
111.17123843894107,150.5006336227241,120.7706787368007,137.2966796845686,101.57179814108147,163.70458756087962,3.765547861177766,35.75000000000001,9.095328872644108
112.39590653014187,201.80544506945614,123.67049551045707,186.84356014723033,101.12131754982667,216.76732999168198,3.7873644768276953,37.000000000000014,6.494532331385484
114.64668458934455,227.69276912554278,125.47273789388207,213.15476970328464,103.82063128480702,242.23076854780086,3.7815467126543805,36.666666666666664,6.451361151960871
106.89674254141966,253.5795305722811,118.01895544155644,239.50186152143246,95.77452964128288,267.65719962312977,3.8106355335209527,38.333333333333336,6.392656857297917
94.22207560967935,285.2200655138854,104.36091881811272,272.36786711670345,84.08323240124597,298.07226391106747,3.81354441560761,38.500000000000014,6.357288820748568
133.103151449753,72.52411102206145,144.20910118944084,58.5463150084181,121.99720171006518,86.50190703570479,3.81354441560761,38.50000000000001,6.070934677526326
132.5952104484045,122.35976134869102,143.03303511509245,108.9125947404323,122.15738578171653,135.80692795694972,3.8048177693476384,38.0,9.074836707443339
129.2013644899527,179.39818497684794,140.6040872245192,164.26626081956817,117.79864175538623,194.5301091341277,3.7873644768276953,37.000000000000014,6.570264812293815
147.885218707635,68.64674196555771,155.84329795179144,58.535205857266504,139.92713946347854,78.75827807384894,3.804817769347639,38.000000000000014,5.933516053505394
151.4002683316929,151.0497146774727,162.42085247036144,136.82187763561632,140.37968419302436,165.27755171932904,3.8004544462176524,37.75,6.522532140301779
144.79964222440947,205.2670470967031,155.72462037653798,190.9525211088422,133.87466407228092,219.58157308456398,3.7931822410010096,37.33333333333334,6.467614683545698
145.06231247561172,245.47226758847833,155.90614694505828,231.42994894283956,134.21847800616513,259.5145862341171,3.799000005174324,37.66666666666667,6.826795944803646
150.47803033987626,280.19632584553005,160.98025907132097,266.26563010012956,139.97580160843154,294.12702159093067,3.787364476827695,37.0,6.516996740831903
168.01934835954262,178.47469276385945,179.48024494733187,163.53760983677438,156.55845177175337,193.41177569094458,3.796091123087667,37.50000000000001,6.500372270767375
166.40614020478716,217.2918323958158,176.48430998206663,203.91764938146576,156.32797042750772,230.6660154101658,3.7873644768276953,37.000000000000014,6.8382046001755725
163.9400537680336,263.0783073766283,175.2253150206257,248.6338316692603,152.65479251544156,277.5227830839963,3.8048177693476384,38.0,6.4668428729808705
169.56349559743435,299.74755507103157,180.1866166753082,285.90631495625746,158.94037451956052,313.58879518580574,3.796091123087667,37.50000000000001,6.033938990340683
190.70780904971096,70.3094030106443,200.51849986435116,57.5354917813188,180.8971182350707,83.08331423996982,3.796091123087667,37.50000000000001,6.630595572153355
173.00568634688727,94.33611648055147,183.5362306483711,81.33197726588268,162.47514204540343,107.34025569522024,3.822271061867582,39.000000000000014,6.607104951229732
177.70079643851457,128.0707807750038,188.6115939274382,114.07684600230851,166.7899989495909,142.06471554769908,3.804817769347639,38.000000000000014,6.487036691094703
192.74739013345527,166.33437072766634,203.52169701824718,152.35103472084407,181.97308324866344,180.3177067344886,3.799000005174324,37.66666666666667,6.8348340245931745
180.0,200.0,191.43448543988893,184.82592530910142,168.56551456011107,215.17407469089858,3.7873644768276953,37.000000000000014,6.816628026528738
189.73713300143672,243.6946173482719,200.30178529481768,230.0772833558111,179.17248070805576,257.3119513407328,3.8048177693476384,38.0,9.096484564718684
183.19454204018916,282.40726009260817,194.37275997157553,267.5732638718175,172.0163241088028,297.2412563133989,3.7873644768276953,37.000000000000014,6.041884690452202
208.80735911314935,99.09035423918513,220.33351671671727,84.06974102104567,197.28120150958142,114.11096745732456,3.796091123087667,37.50000000000001,7.2735331484845025
207.97684933378034,138.53007857255392,218.48078958470126,124.85666495521801,197.47290908285945,152.2034921898898,3.796091123087667,37.50000000000001,6.481226761383482
215.64450111787616,208.58304547169905,226.13359774797686,194.4642541434332,205.15540448777548,222.70183679996487,3.781546712654381,36.66666666666668,8.93539029359399
206.8943999880708,225.78508848717885,217.6502939595931,212.96671320505476,196.1385060165485,238.60346376930295,3.839724354387525,40.00000000000001,8.868521310034621
210.50868758748524,290.14849439520754,220.42370839633577,276.8276566091916,200.5936667786347,303.46933218122354,3.7786378305677237,36.50000000000001,9.019105437080876
207.22183183924332,50.370959629567224,213.3886007516972,42.187380878165584,201.05506292678945,58.55453838096887,3.7873644768276953,37.000000000000014,5.0
231.5661265671116,81.24571935888282,241.72566085699162,67.50216295537933,221.40659227723162,94.98927576238631,3.7786378305677237,36.50000000000001,7.181515699027511
220.0,170.0,230.59644933051024,155.41523872029683,209.40355066948976,184.58476127970317,3.7699111843077517,36.0,6.482446772984687
236.19011172010872,248.96506882336664,247.08696352125858,235.17584882538813,225.2932599189589,262.7542888213451,3.8106355335209527,38.333333333333336,8.931273975538035
228.09016994374946,265.87785252292474,237.58613130814376,252.80778298347963,218.59420857935515,278.94792206236986,3.7699111843077517,36.0,8.799919172565549
250.2941812820532,56.263405786325826,259.1545904034061,44.900404739856356,241.43377216070033,67.62640683279527,3.8106355335209527,38.333333333333336,7.189464126679704
249.73641741166847,109.93247797827138,260.703645834289,95.4903660428479,238.7691889890479,124.37458991369485,3.7917277999576813,37.250000000000014,7.46946117026795
250.4100625293188,140.28715482762712,262.0657999850568,125.36961407798029,238.7543250735808,155.20469557727398,3.804817769347639,38.000000000000014,7.628961315180749
